"","respondent_ID","EE_highest","invest_EE","EE_combi_washdryer","EE_washingmachine","EE_dryer","EE_dishwasher","EE_combifridge_freezer","EE_fridge_integrated_freezer","EE_fridge_no_integrated_freezer","EE_chestfreezer","EE_standingfreezer","postnummer","income","age","know_el","house_type","house_type.1","house_size","year_built","persons0.5","persons6.10","persons11.15","persons16.18","persons18.30","persons31.50","persons51.65","persons65","geoms","job_index_resp","job_index_spouse","qty_inhabitants","light_score","EE_index"
"A1777","A1777",0,0,NA,NA,NA,NA,NA,"No_label",NA,NA,NA,9700,3,"2",1,4,"town_SD_row",1,5,0,0,0,0,0,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.807968,56.992827,0.0 9.804488,56.996042,0.0 9.7937,57.004456,0.0 9.787612,57.003933,0.0 9.780254,57.013603,0.0 9.821096,57.019125,0.0 9.831383,57.026128,0.0 9.83174,57.021236,0.0 9.855707,57.021292,0.0 9.857194,57.02494,0.0 9.875499,57.020235,0.0 9.885414,57.024081,0.0 9.897458,57.021107,0.0 9.911577,57.02377,0.0 9.914484,57.016257,0.0 9.906777,56.999601,0.0 9.903887,56.996831,0.0 9.8969,57.002967,0.0 9.880648,56.995366,0.0 9.855044,56.997149,0.0 9.842758,56.992769,0.0 9.831067,56.993249,0.0 9.837118,56.998682,0.0 9.826704,56.992719,0.0 9.814753,56.995904,0.0 9.807968,56.992827,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,0,1,0.5,0.7
"A1778","A1778",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5220,1,"1",0,4,"town_SD_row",1,NA,0,0,0,0,1,0,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.807968,56.992827,0.0 9.804488,56.996042,0.0 9.7937,57.004456,0.0 9.787612,57.003933,0.0 9.780254,57.013603,0.0 9.821096,57.019125,0.0 9.831383,57.026128,0.0 9.83174,57.021236,0.0 9.855707,57.021292,0.0 9.857194,57.02494,0.0 9.875499,57.020235,0.0 9.885414,57.024081,0.0 9.897458,57.021107,0.0 9.911577,57.02377,0.0 9.914484,57.016257,0.0 9.906777,56.999601,0.0 9.903887,56.996831,0.0 9.8969,57.002967,0.0 9.880648,56.995366,0.0 9.855044,56.997149,0.0 9.842758,56.992769,0.0 9.831067,56.993249,0.0 9.837118,56.998682,0.0 9.826704,56.992719,0.0 9.814753,56.995904,0.0 9.807968,56.992827,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",0,0,1,0.3333333,0.75
"A1779","A1779",0,0,NA,NA,NA,NA,NA,"No_label",NA,NA,NA,6760,1,"4",0,4,"town_SD_row",1,5,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.807968,56.992827,0.0 9.804488,56.996042,0.0 9.7937,57.004456,0.0 9.787612,57.003933,0.0 9.780254,57.013603,0.0 9.821096,57.019125,0.0 9.831383,57.026128,0.0 9.83174,57.021236,0.0 9.855707,57.021292,0.0 9.857194,57.02494,0.0 9.875499,57.020235,0.0 9.885414,57.024081,0.0 9.897458,57.021107,0.0 9.911577,57.02377,0.0 9.914484,57.016257,0.0 9.906777,56.999601,0.0 9.903887,56.996831,0.0 9.8969,57.002967,0.0 9.880648,56.995366,0.0 9.855044,56.997149,0.0 9.842758,56.992769,0.0 9.831067,56.993249,0.0 9.837118,56.998682,0.0 9.826704,56.992719,0.0 9.814753,56.995904,0.0 9.807968,56.992827,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",3,0,1,0.4,0.75
"A1780","A1780",0,0,NA,NA,NA,NA,NA,"No_label",NA,NA,NA,6760,2,"3",1,4,"town_SD_row",1,NA,0,0,0,0,0,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.807968,56.992827,0.0 9.804488,56.996042,0.0 9.7937,57.004456,0.0 9.787612,57.003933,0.0 9.780254,57.013603,0.0 9.821096,57.019125,0.0 9.831383,57.026128,0.0 9.83174,57.021236,0.0 9.855707,57.021292,0.0 9.857194,57.02494,0.0 9.875499,57.020235,0.0 9.885414,57.024081,0.0 9.897458,57.021107,0.0 9.911577,57.02377,0.0 9.914484,57.016257,0.0 9.906777,56.999601,0.0 9.903887,56.996831,0.0 9.8969,57.002967,0.0 9.880648,56.995366,0.0 9.855044,56.997149,0.0 9.842758,56.992769,0.0 9.831067,56.993249,0.0 9.837118,56.998682,0.0 9.826704,56.992719,0.0 9.814753,56.995904,0.0 9.807968,56.992827,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,0,1,1,0.3
"A1781","A1781",0,0,NA,"A",NA,NA,"A",NA,NA,NA,NA,5240,2,"5",1,4,"town_SD_row",2,5,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.807968,56.992827,0.0 9.804488,56.996042,0.0 9.7937,57.004456,0.0 9.787612,57.003933,0.0 9.780254,57.013603,0.0 9.821096,57.019125,0.0 9.831383,57.026128,0.0 9.83174,57.021236,0.0 9.855707,57.021292,0.0 9.857194,57.02494,0.0 9.875499,57.020235,0.0 9.885414,57.024081,0.0 9.897458,57.021107,0.0 9.911577,57.02377,0.0 9.914484,57.016257,0.0 9.906777,56.999601,0.0 9.903887,56.996831,0.0 9.8969,57.002967,0.0 9.880648,56.995366,0.0 9.855044,56.997149,0.0 9.842758,56.992769,0.0 9.831067,56.993249,0.0 9.837118,56.998682,0.0 9.826704,56.992719,0.0 9.814753,56.995904,0.0 9.807968,56.992827,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,0,1,1,0.3846154
"A1782","A1782",0,1,NA,"A+","A+","A+",NA,"A+",NA,"A+",NA,4261,3,"4",1,4,"town_SD_row",2,5,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.953979,57.014115,0.0 9.962858,57.010652,0.0 9.955891,56.999474,0.0 9.965296,56.997594,0.0 9.965337,56.991706,0.0 9.95857,56.992051,0.0 9.956246,56.98188,0.0 9.932734,56.983872,0.0 9.908074,56.989531,0.0 9.906777,56.999601,0.0 9.914484,57.016257,0.0 9.921966,57.017239,0.0 9.916576,57.021039,0.0 9.926097,57.026692,0.0 9.957651,57.020238,0.0 9.953979,57.014115,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,0,1,0.6428571,0.5625
"A1783","A1783",1,1,NA,"A++",NA,"A++","A+",NA,NA,NA,NA,8500,3,"5",1,4,"town_SD_row",2,5,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.953979,57.014115,0.0 9.962858,57.010652,0.0 9.955891,56.999474,0.0 9.965296,56.997594,0.0 9.965337,56.991706,0.0 9.95857,56.992051,0.0 9.956246,56.98188,0.0 9.932734,56.983872,0.0 9.908074,56.989531,0.0 9.906777,56.999601,0.0 9.914484,57.016257,0.0 9.921966,57.017239,0.0 9.916576,57.021039,0.0 9.926097,57.026692,0.0 9.957651,57.020238,0.0 9.953979,57.014115,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,0,1,0.2857143,0.2142857
"A1784","A1784",0,0,NA,"B","No_label","A","A",NA,NA,NA,NA,8240,8,"3",1,4,"town_SD_row",2,5,0,0,0,0,0,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.953979,57.014115,0.0 9.962858,57.010652,0.0 9.955891,56.999474,0.0 9.965296,56.997594,0.0 9.965337,56.991706,0.0 9.95857,56.992051,0.0 9.956246,56.98188,0.0 9.932734,56.983872,0.0 9.908074,56.989531,0.0 9.906777,56.999601,0.0 9.914484,57.016257,0.0 9.921966,57.017239,0.0 9.916576,57.021039,0.0 9.926097,57.026692,0.0 9.957651,57.020238,0.0 9.953979,57.014115,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,0,1,0.4285714,0.6
"A1786","A1786",1,1,NA,"A+",NA,"A++","A++",NA,NA,NA,NA,3600,6,"2",1,4,"town_SD_row",2,6,0,0,0,0,0,2,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.953979,57.014115,0.0 9.962858,57.010652,0.0 9.955891,56.999474,0.0 9.965296,56.997594,0.0 9.965337,56.991706,0.0 9.95857,56.992051,0.0 9.956246,56.98188,0.0 9.932734,56.983872,0.0 9.908074,56.989531,0.0 9.906777,56.999601,0.0 9.914484,57.016257,0.0 9.921966,57.017239,0.0 9.916576,57.021039,0.0 9.926097,57.026692,0.0 9.957651,57.020238,0.0 9.953979,57.014115,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,2,2,1,0.4375
"A1787","A1787",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3550,2,"2",0,4,"town_SD_row",2,5,0,0,0,0,0,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.953979,57.014115,0.0 9.962858,57.010652,0.0 9.955891,56.999474,0.0 9.965296,56.997594,0.0 9.965337,56.991706,0.0 9.95857,56.992051,0.0 9.956246,56.98188,0.0 9.932734,56.983872,0.0 9.908074,56.989531,0.0 9.906777,56.999601,0.0 9.914484,57.016257,0.0 9.921966,57.017239,0.0 9.916576,57.021039,0.0 9.926097,57.026692,0.0 9.957651,57.020238,0.0 9.953979,57.014115,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,0,1,0,0
"A1789","A1789",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5863,3,"4",1,4,"town_SD_row",2,5,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.953979,57.014115,0.0 9.962858,57.010652,0.0 9.955891,56.999474,0.0 9.965296,56.997594,0.0 9.965337,56.991706,0.0 9.95857,56.992051,0.0 9.956246,56.98188,0.0 9.932734,56.983872,0.0 9.908074,56.989531,0.0 9.906777,56.999601,0.0 9.914484,57.016257,0.0 9.921966,57.017239,0.0 9.916576,57.021039,0.0 9.926097,57.026692,0.0 9.957651,57.020238,0.0 9.953979,57.014115,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,0,1,0.4166667,0.4545455
"A1790","A1790",0,1,NA,"A+",NA,"A+","A+",NA,NA,NA,NA,8230,8,"4",0,4,"town_SD_row",2,4,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.953979,57.014115,0.0 9.962858,57.010652,0.0 9.955891,56.999474,0.0 9.965296,56.997594,0.0 9.965337,56.991706,0.0 9.95857,56.992051,0.0 9.956246,56.98188,0.0 9.932734,56.983872,0.0 9.908074,56.989531,0.0 9.906777,56.999601,0.0 9.914484,57.016257,0.0 9.921966,57.017239,0.0 9.916576,57.021039,0.0 9.926097,57.026692,0.0 9.957651,57.020238,0.0 9.953979,57.014115,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",3,0,1,0.9,0.1875
"A1791","A1791",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4581,2,"3",1,4,"town_SD_row",2,5,0,0,0,0,0,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.953979,57.014115,0.0 9.962858,57.010652,0.0 9.955891,56.999474,0.0 9.965296,56.997594,0.0 9.965337,56.991706,0.0 9.95857,56.992051,0.0 9.956246,56.98188,0.0 9.932734,56.983872,0.0 9.908074,56.989531,0.0 9.906777,56.999601,0.0 9.914484,57.016257,0.0 9.921966,57.017239,0.0 9.916576,57.021039,0.0 9.926097,57.026692,0.0 9.957651,57.020238,0.0 9.953979,57.014115,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,0,1,0,0
"A1792","A1792",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3070,4,"4",1,4,"town_SD_row",2,5,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.953979,57.014115,0.0 9.962858,57.010652,0.0 9.955891,56.999474,0.0 9.965296,56.997594,0.0 9.965337,56.991706,0.0 9.95857,56.992051,0.0 9.956246,56.98188,0.0 9.932734,56.983872,0.0 9.908074,56.989531,0.0 9.906777,56.999601,0.0 9.914484,57.016257,0.0 9.921966,57.017239,0.0 9.916576,57.021039,0.0 9.926097,57.026692,0.0 9.957651,57.020238,0.0 9.953979,57.014115,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",1,0,1,0.25,0.7692308
"A1793","A1793",0,1,NA,"A+",NA,NA,"A",NA,NA,NA,"A+",4700,3,"5",1,4,"town_SD_row",2,4,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.953979,57.014115,0.0 9.962858,57.010652,0.0 9.955891,56.999474,0.0 9.965296,56.997594,0.0 9.965337,56.991706,0.0 9.95857,56.992051,0.0 9.956246,56.98188,0.0 9.932734,56.983872,0.0 9.908074,56.989531,0.0 9.906777,56.999601,0.0 9.914484,57.016257,0.0 9.921966,57.017239,0.0 9.916576,57.021039,0.0 9.926097,57.026692,0.0 9.957651,57.020238,0.0 9.953979,57.014115,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,0,1,1,0.3846154
"A1794","A1794",0,1,NA,"A","A+","A+","A",NA,NA,NA,NA,5540,2,"5",1,4,"town_SD_row",2,5,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.953979,57.014115,0.0 9.962858,57.010652,0.0 9.955891,56.999474,0.0 9.965296,56.997594,0.0 9.965337,56.991706,0.0 9.95857,56.992051,0.0 9.956246,56.98188,0.0 9.932734,56.983872,0.0 9.908074,56.989531,0.0 9.906777,56.999601,0.0 9.914484,57.016257,0.0 9.921966,57.017239,0.0 9.916576,57.021039,0.0 9.926097,57.026692,0.0 9.957651,57.020238,0.0 9.953979,57.014115,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,0,1,0.7272727,0.4
"A1795","A1795",0,1,NA,"A+","A",NA,"A",NA,NA,NA,NA,5000,4,"4",1,4,"town_SD_row",2,4,0,1,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.953979,57.014115,0.0 9.962858,57.010652,0.0 9.955891,56.999474,0.0 9.965296,56.997594,0.0 9.965337,56.991706,0.0 9.95857,56.992051,0.0 9.956246,56.98188,0.0 9.932734,56.983872,0.0 9.908074,56.989531,0.0 9.906777,56.999601,0.0 9.914484,57.016257,0.0 9.921966,57.017239,0.0 9.916576,57.021039,0.0 9.926097,57.026692,0.0 9.957651,57.020238,0.0 9.953979,57.014115,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,0,2,0.6,0.6153846
"A1796","A1796",1,1,NA,"A",NA,"A++","A+",NA,"A+",NA,NA,2630,3,"1",1,4,"town_SD_row",2,4,1,0,0,0,1,0,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.953979,57.014115,0.0 9.962858,57.010652,0.0 9.955891,56.999474,0.0 9.965296,56.997594,0.0 9.965337,56.991706,0.0 9.95857,56.992051,0.0 9.956246,56.98188,0.0 9.932734,56.983872,0.0 9.908074,56.989531,0.0 9.906777,56.999601,0.0 9.914484,57.016257,0.0 9.921966,57.017239,0.0 9.916576,57.021039,0.0 9.926097,57.026692,0.0 9.957651,57.020238,0.0 9.953979,57.014115,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",1,0,2,1,0.6666667
"A1798","A1798",0,1,NA,"A+",NA,NA,"A+",NA,NA,NA,NA,5250,4,"4",1,4,"town_SD_row",2,4,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.962858,57.010652,0.0 9.953979,57.014115,0.0 9.957651,57.020238,0.0 9.972703,57.030747,0.0 9.973674,57.044118,0.0 9.959308,57.056516,0.0 9.973806,57.067686,0.0 9.99145,57.076164,0.0 10.002926,57.078768,0.0 10.01782,57.077733,0.0 10.023123,57.075958,0.0 10.038486,57.060002,0.0 10.05506,57.052248,0.0 10.057789,57.049727,0.0 10.052653,57.0488,0.0 10.054528,57.046747,0.0 10.060348,57.047673,0.0 10.061902,57.04474,0.0 10.036206,57.038321,0.0 10.024275,57.028633,0.0 10.02927,57.018407,0.0 10.021262,57.010608,0.0 10.010778,57.012225,0.0 10.005487,57.005962,0.0 10.004763,57.019787,0.0 9.994942,57.018048,0.0 9.993817,57.008369,0.0 9.979083,57.012419,0.0 9.977107,57.009402,0.0 9.962858,57.010652,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,0,1,1,0.7272727
"A1799","A1799",0,1,NA,"A+",NA,NA,NA,NA,NA,NA,NA,5772,2,"4",0,4,"town_SD_row",2,NA,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.962858,57.010652,0.0 9.953979,57.014115,0.0 9.957651,57.020238,0.0 9.972703,57.030747,0.0 9.973674,57.044118,0.0 9.959308,57.056516,0.0 9.973806,57.067686,0.0 9.99145,57.076164,0.0 10.002926,57.078768,0.0 10.01782,57.077733,0.0 10.023123,57.075958,0.0 10.038486,57.060002,0.0 10.05506,57.052248,0.0 10.057789,57.049727,0.0 10.052653,57.0488,0.0 10.054528,57.046747,0.0 10.060348,57.047673,0.0 10.061902,57.04474,0.0 10.036206,57.038321,0.0 10.024275,57.028633,0.0 10.02927,57.018407,0.0 10.021262,57.010608,0.0 10.010778,57.012225,0.0 10.005487,57.005962,0.0 10.004763,57.019787,0.0 9.994942,57.018048,0.0 9.993817,57.008369,0.0 9.979083,57.012419,0.0 9.977107,57.009402,0.0 9.962858,57.010652,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,0,1,0.4,0.2666667
"A1800","A1800",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8643,3,"4",1,4,"town_SD_row",2,1,0,0,0,0,0,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.962858,57.010652,0.0 9.953979,57.014115,0.0 9.957651,57.020238,0.0 9.972703,57.030747,0.0 9.973674,57.044118,0.0 9.959308,57.056516,0.0 9.973806,57.067686,0.0 9.99145,57.076164,0.0 10.002926,57.078768,0.0 10.01782,57.077733,0.0 10.023123,57.075958,0.0 10.038486,57.060002,0.0 10.05506,57.052248,0.0 10.057789,57.049727,0.0 10.052653,57.0488,0.0 10.054528,57.046747,0.0 10.060348,57.047673,0.0 10.061902,57.04474,0.0 10.036206,57.038321,0.0 10.024275,57.028633,0.0 10.02927,57.018407,0.0 10.021262,57.010608,0.0 10.010778,57.012225,0.0 10.005487,57.005962,0.0 10.004763,57.019787,0.0 9.994942,57.018048,0.0 9.993817,57.008369,0.0 9.979083,57.012419,0.0 9.977107,57.009402,0.0 9.962858,57.010652,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,0,1,0.7368421,0.8181818
"A1801","A1801",0,1,NA,"A+",NA,NA,"A+",NA,NA,"A+",NA,7500,4,"4",1,4,"town_SD_row",2,5,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.962858,57.010652,0.0 9.953979,57.014115,0.0 9.957651,57.020238,0.0 9.972703,57.030747,0.0 9.973674,57.044118,0.0 9.959308,57.056516,0.0 9.973806,57.067686,0.0 9.99145,57.076164,0.0 10.002926,57.078768,0.0 10.01782,57.077733,0.0 10.023123,57.075958,0.0 10.038486,57.060002,0.0 10.05506,57.052248,0.0 10.057789,57.049727,0.0 10.052653,57.0488,0.0 10.054528,57.046747,0.0 10.060348,57.047673,0.0 10.061902,57.04474,0.0 10.036206,57.038321,0.0 10.024275,57.028633,0.0 10.02927,57.018407,0.0 10.021262,57.010608,0.0 10.010778,57.012225,0.0 10.005487,57.005962,0.0 10.004763,57.019787,0.0 9.994942,57.018048,0.0 9.993817,57.008369,0.0 9.979083,57.012419,0.0 9.977107,57.009402,0.0 9.962858,57.010652,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,0,1,0.75,0.8461538
"A1802","A1802",0,1,NA,"A+",NA,NA,"A+",NA,"A+",NA,"A+",9900,3,"4",0,4,"town_SD_row",2,4,0,0,0,0,1,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.871318,56.91592,0.0 9.843127,56.920606,0.0 9.847685,56.937599,0.0 9.834449,56.933252,0.0 9.810596,56.934437,0.0 9.79666,56.936382,0.0 9.806835,56.941052,0.0 9.791346,56.94043,0.0 9.765528,56.931302,0.0 9.768937,56.943361,0.0 9.762552,56.955398,0.0 9.776031,56.97334,0.0 9.797544,56.97603,0.0 9.795502,56.983981,0.0 9.808671,56.985185,0.0 9.804488,56.996042,0.0 9.807968,56.992827,0.0 9.814753,56.995904,0.0 9.826704,56.992719,0.0 9.837118,56.998682,0.0 9.831067,56.993249,0.0 9.842758,56.992769,0.0 9.855044,56.997149,0.0 9.880648,56.995366,0.0 9.8969,57.002967,0.0 9.903887,56.996831,0.0 9.906777,56.999601,0.0 9.908074,56.989531,0.0 9.932734,56.983872,0.0 9.931861,56.970542,0.0 9.92029,56.97197,0.0 9.928296,56.965251,0.0 9.941305,56.965408,0.0 9.953858,56.946501,0.0 9.962686,56.947963,0.0 9.956386,56.945345,0.0 9.962255,56.936645,0.0 9.953096,56.936388,0.0 9.953935,56.930937,0.0 9.961336,56.930681,0.0 9.952412,56.927681,0.0 9.963478,56.919896,0.0 9.962233,56.913297,0.0 9.94959,56.910929,0.0 9.938395,56.914964,0.0 9.937482,56.918907,0.0 9.926345,56.920506,0.0 9.889518,56.920182,0.0 9.890161,56.91631,0.0 9.880227,56.916676,0.0 9.882557,56.912712,0.0 9.867629,56.911674,0.0 9.871318,56.91592,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",1,0,2,0.7272727,0.7272727
"A1803","A1803",0,0,NA,"A",NA,NA,"B",NA,NA,NA,NA,4140,3,"4",1,4,"town_SD_row",2,5,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.871318,56.91592,0.0 9.843127,56.920606,0.0 9.847685,56.937599,0.0 9.834449,56.933252,0.0 9.810596,56.934437,0.0 9.79666,56.936382,0.0 9.806835,56.941052,0.0 9.791346,56.94043,0.0 9.765528,56.931302,0.0 9.768937,56.943361,0.0 9.762552,56.955398,0.0 9.776031,56.97334,0.0 9.797544,56.97603,0.0 9.795502,56.983981,0.0 9.808671,56.985185,0.0 9.804488,56.996042,0.0 9.807968,56.992827,0.0 9.814753,56.995904,0.0 9.826704,56.992719,0.0 9.837118,56.998682,0.0 9.831067,56.993249,0.0 9.842758,56.992769,0.0 9.855044,56.997149,0.0 9.880648,56.995366,0.0 9.8969,57.002967,0.0 9.903887,56.996831,0.0 9.906777,56.999601,0.0 9.908074,56.989531,0.0 9.932734,56.983872,0.0 9.931861,56.970542,0.0 9.92029,56.97197,0.0 9.928296,56.965251,0.0 9.941305,56.965408,0.0 9.953858,56.946501,0.0 9.962686,56.947963,0.0 9.956386,56.945345,0.0 9.962255,56.936645,0.0 9.953096,56.936388,0.0 9.953935,56.930937,0.0 9.961336,56.930681,0.0 9.952412,56.927681,0.0 9.963478,56.919896,0.0 9.962233,56.913297,0.0 9.94959,56.910929,0.0 9.938395,56.914964,0.0 9.937482,56.918907,0.0 9.926345,56.920506,0.0 9.889518,56.920182,0.0 9.890161,56.91631,0.0 9.880227,56.916676,0.0 9.882557,56.912712,0.0 9.867629,56.911674,0.0 9.871318,56.91592,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,0,1,0.5,0.09090909
"A1804","A1804",0,0,NA,"A",NA,NA,NA,NA,NA,NA,NA,6534,3,"4",0,4,"town_SD_row",2,5,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.871318,56.91592,0.0 9.843127,56.920606,0.0 9.847685,56.937599,0.0 9.834449,56.933252,0.0 9.810596,56.934437,0.0 9.79666,56.936382,0.0 9.806835,56.941052,0.0 9.791346,56.94043,0.0 9.765528,56.931302,0.0 9.768937,56.943361,0.0 9.762552,56.955398,0.0 9.776031,56.97334,0.0 9.797544,56.97603,0.0 9.795502,56.983981,0.0 9.808671,56.985185,0.0 9.804488,56.996042,0.0 9.807968,56.992827,0.0 9.814753,56.995904,0.0 9.826704,56.992719,0.0 9.837118,56.998682,0.0 9.831067,56.993249,0.0 9.842758,56.992769,0.0 9.855044,56.997149,0.0 9.880648,56.995366,0.0 9.8969,57.002967,0.0 9.903887,56.996831,0.0 9.906777,56.999601,0.0 9.908074,56.989531,0.0 9.932734,56.983872,0.0 9.931861,56.970542,0.0 9.92029,56.97197,0.0 9.928296,56.965251,0.0 9.941305,56.965408,0.0 9.953858,56.946501,0.0 9.962686,56.947963,0.0 9.956386,56.945345,0.0 9.962255,56.936645,0.0 9.953096,56.936388,0.0 9.953935,56.930937,0.0 9.961336,56.930681,0.0 9.952412,56.927681,0.0 9.963478,56.919896,0.0 9.962233,56.913297,0.0 9.94959,56.910929,0.0 9.938395,56.914964,0.0 9.937482,56.918907,0.0 9.926345,56.920506,0.0 9.889518,56.920182,0.0 9.890161,56.91631,0.0 9.880227,56.916676,0.0 9.882557,56.912712,0.0 9.867629,56.911674,0.0 9.871318,56.91592,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,0,1,0.6666667,0.5454545
"A1805","A1805",0,1,NA,"A+","A+","B","A",NA,NA,NA,NA,3000,5,"3",1,4,"town_SD_row",2,4,0,0,0,0,0,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.871318,56.91592,0.0 9.843127,56.920606,0.0 9.847685,56.937599,0.0 9.834449,56.933252,0.0 9.810596,56.934437,0.0 9.79666,56.936382,0.0 9.806835,56.941052,0.0 9.791346,56.94043,0.0 9.765528,56.931302,0.0 9.768937,56.943361,0.0 9.762552,56.955398,0.0 9.776031,56.97334,0.0 9.797544,56.97603,0.0 9.795502,56.983981,0.0 9.808671,56.985185,0.0 9.804488,56.996042,0.0 9.807968,56.992827,0.0 9.814753,56.995904,0.0 9.826704,56.992719,0.0 9.837118,56.998682,0.0 9.831067,56.993249,0.0 9.842758,56.992769,0.0 9.855044,56.997149,0.0 9.880648,56.995366,0.0 9.8969,57.002967,0.0 9.903887,56.996831,0.0 9.906777,56.999601,0.0 9.908074,56.989531,0.0 9.932734,56.983872,0.0 9.931861,56.970542,0.0 9.92029,56.97197,0.0 9.928296,56.965251,0.0 9.941305,56.965408,0.0 9.953858,56.946501,0.0 9.962686,56.947963,0.0 9.956386,56.945345,0.0 9.962255,56.936645,0.0 9.953096,56.936388,0.0 9.953935,56.930937,0.0 9.961336,56.930681,0.0 9.952412,56.927681,0.0 9.963478,56.919896,0.0 9.962233,56.913297,0.0 9.94959,56.910929,0.0 9.938395,56.914964,0.0 9.937482,56.918907,0.0 9.926345,56.920506,0.0 9.889518,56.920182,0.0 9.890161,56.91631,0.0 9.880227,56.916676,0.0 9.882557,56.912712,0.0 9.867629,56.911674,0.0 9.871318,56.91592,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,0,1,0.75,0.3333333
