"","respondent_ID","EE_highest","invest_EE","EE_combi_washdryer","EE_washingmachine","EE_dryer","EE_dishwasher","EE_combifridge_freezer","EE_fridge_integrated_freezer","EE_fridge_no_integrated_freezer","EE_chestfreezer","EE_standingfreezer","postnummer","income","age","know_el","house_type","house_type.1","house_size","year_built","persons0.5","persons6.10","persons11.15","persons16.18","persons18.30","persons31.50","persons51.65","persons65","geoms","job_index_resp","job_index_spouse","qty_inhabitants","light_score","EE_index"
"A1806","A1806",1,1,NA,"A+",NA,"A","A++",NA,"A++","A++",NA,4171,5,"4",1,4,"town_SD_row",2,5,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.871318,56.91592,0.0 9.843127,56.920606,0.0 9.847685,56.937599,0.0 9.834449,56.933252,0.0 9.810596,56.934437,0.0 9.79666,56.936382,0.0 9.806835,56.941052,0.0 9.791346,56.94043,0.0 9.765528,56.931302,0.0 9.768937,56.943361,0.0 9.762552,56.955398,0.0 9.776031,56.97334,0.0 9.797544,56.97603,0.0 9.795502,56.983981,0.0 9.808671,56.985185,0.0 9.804488,56.996042,0.0 9.807968,56.992827,0.0 9.814753,56.995904,0.0 9.826704,56.992719,0.0 9.837118,56.998682,0.0 9.831067,56.993249,0.0 9.842758,56.992769,0.0 9.855044,56.997149,0.0 9.880648,56.995366,0.0 9.8969,57.002967,0.0 9.903887,56.996831,0.0 9.906777,56.999601,0.0 9.908074,56.989531,0.0 9.932734,56.983872,0.0 9.931861,56.970542,0.0 9.92029,56.97197,0.0 9.928296,56.965251,0.0 9.941305,56.965408,0.0 9.953858,56.946501,0.0 9.962686,56.947963,0.0 9.956386,56.945345,0.0 9.962255,56.936645,0.0 9.953096,56.936388,0.0 9.953935,56.930937,0.0 9.961336,56.930681,0.0 9.952412,56.927681,0.0 9.963478,56.919896,0.0 9.962233,56.913297,0.0 9.94959,56.910929,0.0 9.938395,56.914964,0.0 9.937482,56.918907,0.0 9.926345,56.920506,0.0 9.889518,56.920182,0.0 9.890161,56.91631,0.0 9.880227,56.916676,0.0 9.882557,56.912712,0.0 9.867629,56.911674,0.0 9.871318,56.91592,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,0,1,0.9090909,0.5
"A1807","A1807",0,0,NA,"A","C",NA,NA,NA,NA,"A",NA,4270,3,"5",0,4,"town_SD_row",2,5,0,0,0,0,0,0,1,0,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>9.763262,57.04028,0.0 9.756264,57.038546,0.0 9.76476,57.030673,0.0 9.759174,57.026127,0.0 9.76575,57.027038,0.0 9.780254,57.013603,0.0 9.787612,57.003933,0.0 9.7937,57.004456,0.0 9.804488,56.996042,0.0 9.808671,56.985185,0.0 9.795502,56.983981,0.0 9.797544,56.97603,0.0 9.776031,56.97334,0.0 9.762552,56.955398,0.0 9.738077,56.955452,0.0 9.719061,56.965764,0.0 9.709764,56.96031,0.0 9.715366,56.950973,0.0 9.713184,56.945619,0.0 9.70646,56.946965,0.0 9.704751,56.934222,0.0 9.713702,56.935295,0.0 9.718024,56.930141,0.0 9.715222,56.920997,0.0 9.723448,56.903885,0.0 9.716174,56.898848,0.0 9.68,56.901206,0.0 9.671968,56.896573,0.0 9.659777,56.896842,0.0 9.660586,56.885353,0.0 9.676742,56.880028,0.0 9.676296,56.874535,0.0 9.640794,56.883296,0.0 9.651741,56.868686,0.0 9.643192,56.862114,0.0 9.648576,56.860049,0.0 9.622457,56.835797,0.0 9.604953,56.835108,0.0 9.595708,56.841355,0.0 9.576678,56.839689,0.0 9.550282,56.824771,0.0 9.560989,56.870864,0.0 9.543978,56.871561,0.0 9.5364,56.878826,0.0 9.50877,56.885517,0.0 9.508021,56.893423,0.0 9.497401,56.890832,0.0 9.497187,56.894157,0.0 9.483615,56.895943,0.0 9.474171,56.892911,0.0 9.453883,56.897852,0.0 9.425723,56.897097,0.0 9.418747,56.903914,0.0 9.436875,56.908444,0.0 9.43812,56.913783,0.0 9.433811,56.924655,0.0 9.404904,56.934389,0.0 9.402441,56.954514,0.0 9.408992,56.967187,0.0 9.406627,56.973396,0.0 9.390717,56.979108,0.0 9.400621,56.987084,0.0 9.393877,56.994614,0.0 9.394221,57.013628,0.0 9.426611,57.018039,0.0 9.502389,57.014029,0.0 9.552777,57.000575,0.0 9.581075,56.989279,0.0 9.580935,56.985922,0.0 9.565495,56.975249,0.0 9.566758,56.968165,0.0 9.572086,56.964451,0.0 9.565511,56.955853,0.0 9.559874,56.956396,0.0 9.554852,56.963748,0.0 9.550741,56.965134,0.0 9.536529,56.952876,0.0 9.5434,56.948514,0.0 9.553079,56.936048,0.0 9.568531,56.925556,0.0 9.575621,56.951499,0.0 9.571043,56.957061,0.0 9.579049,56.96323,0.0 9.590979,56.965221,0.0 9.600374,56.964594,0.0 9.615354,56.969481,0.0 9.626826,56.986294,0.0 9.638923,56.989959,0.0 9.66696,57.010815,0.0 9.668568,57.025178,0.0 9.68268,57.037049,0.0 9.695997,57.040618,0.0 9.743007,57.046292,0.0 9.76212,57.050027,0.0 9.763262,57.04028,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>9.558737,57.002644,0.0 9.54874,57.011193,0.0 9.556245,57.0128,0.0 9.56275,57.011794,0.0 9.570849,57.004823,0.0 9.558737,57.002644,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>",1,0,1,0,0.5
"A1808","A1808",1,1,NA,"A++",NA,"A++","A+",NA,NA,"A+",NA,4540,3,"4",1,4,"town_SD_row",2,5,0,0,0,1,0,0,1,0,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>9.763262,57.04028,0.0 9.756264,57.038546,0.0 9.76476,57.030673,0.0 9.759174,57.026127,0.0 9.76575,57.027038,0.0 9.780254,57.013603,0.0 9.787612,57.003933,0.0 9.7937,57.004456,0.0 9.804488,56.996042,0.0 9.808671,56.985185,0.0 9.795502,56.983981,0.0 9.797544,56.97603,0.0 9.776031,56.97334,0.0 9.762552,56.955398,0.0 9.738077,56.955452,0.0 9.719061,56.965764,0.0 9.709764,56.96031,0.0 9.715366,56.950973,0.0 9.713184,56.945619,0.0 9.70646,56.946965,0.0 9.704751,56.934222,0.0 9.713702,56.935295,0.0 9.718024,56.930141,0.0 9.715222,56.920997,0.0 9.723448,56.903885,0.0 9.716174,56.898848,0.0 9.68,56.901206,0.0 9.671968,56.896573,0.0 9.659777,56.896842,0.0 9.660586,56.885353,0.0 9.676742,56.880028,0.0 9.676296,56.874535,0.0 9.640794,56.883296,0.0 9.651741,56.868686,0.0 9.643192,56.862114,0.0 9.648576,56.860049,0.0 9.622457,56.835797,0.0 9.604953,56.835108,0.0 9.595708,56.841355,0.0 9.576678,56.839689,0.0 9.550282,56.824771,0.0 9.560989,56.870864,0.0 9.543978,56.871561,0.0 9.5364,56.878826,0.0 9.50877,56.885517,0.0 9.508021,56.893423,0.0 9.497401,56.890832,0.0 9.497187,56.894157,0.0 9.483615,56.895943,0.0 9.474171,56.892911,0.0 9.453883,56.897852,0.0 9.425723,56.897097,0.0 9.418747,56.903914,0.0 9.436875,56.908444,0.0 9.43812,56.913783,0.0 9.433811,56.924655,0.0 9.404904,56.934389,0.0 9.402441,56.954514,0.0 9.408992,56.967187,0.0 9.406627,56.973396,0.0 9.390717,56.979108,0.0 9.400621,56.987084,0.0 9.393877,56.994614,0.0 9.394221,57.013628,0.0 9.426611,57.018039,0.0 9.502389,57.014029,0.0 9.552777,57.000575,0.0 9.581075,56.989279,0.0 9.580935,56.985922,0.0 9.565495,56.975249,0.0 9.566758,56.968165,0.0 9.572086,56.964451,0.0 9.565511,56.955853,0.0 9.559874,56.956396,0.0 9.554852,56.963748,0.0 9.550741,56.965134,0.0 9.536529,56.952876,0.0 9.5434,56.948514,0.0 9.553079,56.936048,0.0 9.568531,56.925556,0.0 9.575621,56.951499,0.0 9.571043,56.957061,0.0 9.579049,56.96323,0.0 9.590979,56.965221,0.0 9.600374,56.964594,0.0 9.615354,56.969481,0.0 9.626826,56.986294,0.0 9.638923,56.989959,0.0 9.66696,57.010815,0.0 9.668568,57.025178,0.0 9.68268,57.037049,0.0 9.695997,57.040618,0.0 9.743007,57.046292,0.0 9.76212,57.050027,0.0 9.763262,57.04028,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>9.558737,57.002644,0.0 9.54874,57.011193,0.0 9.556245,57.0128,0.0 9.56275,57.011794,0.0 9.570849,57.004823,0.0 9.558737,57.002644,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>",1,0,2,1,0.7333333
"A1809","A1809",1,1,NA,"A+","A++","A+","A+",NA,"A+",NA,NA,7080,3,"4",0,4,"town_SD_row",2,6,0,0,0,0,0,1,0,0,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>9.763262,57.04028,0.0 9.756264,57.038546,0.0 9.76476,57.030673,0.0 9.759174,57.026127,0.0 9.76575,57.027038,0.0 9.780254,57.013603,0.0 9.787612,57.003933,0.0 9.7937,57.004456,0.0 9.804488,56.996042,0.0 9.808671,56.985185,0.0 9.795502,56.983981,0.0 9.797544,56.97603,0.0 9.776031,56.97334,0.0 9.762552,56.955398,0.0 9.738077,56.955452,0.0 9.719061,56.965764,0.0 9.709764,56.96031,0.0 9.715366,56.950973,0.0 9.713184,56.945619,0.0 9.70646,56.946965,0.0 9.704751,56.934222,0.0 9.713702,56.935295,0.0 9.718024,56.930141,0.0 9.715222,56.920997,0.0 9.723448,56.903885,0.0 9.716174,56.898848,0.0 9.68,56.901206,0.0 9.671968,56.896573,0.0 9.659777,56.896842,0.0 9.660586,56.885353,0.0 9.676742,56.880028,0.0 9.676296,56.874535,0.0 9.640794,56.883296,0.0 9.651741,56.868686,0.0 9.643192,56.862114,0.0 9.648576,56.860049,0.0 9.622457,56.835797,0.0 9.604953,56.835108,0.0 9.595708,56.841355,0.0 9.576678,56.839689,0.0 9.550282,56.824771,0.0 9.560989,56.870864,0.0 9.543978,56.871561,0.0 9.5364,56.878826,0.0 9.50877,56.885517,0.0 9.508021,56.893423,0.0 9.497401,56.890832,0.0 9.497187,56.894157,0.0 9.483615,56.895943,0.0 9.474171,56.892911,0.0 9.453883,56.897852,0.0 9.425723,56.897097,0.0 9.418747,56.903914,0.0 9.436875,56.908444,0.0 9.43812,56.913783,0.0 9.433811,56.924655,0.0 9.404904,56.934389,0.0 9.402441,56.954514,0.0 9.408992,56.967187,0.0 9.406627,56.973396,0.0 9.390717,56.979108,0.0 9.400621,56.987084,0.0 9.393877,56.994614,0.0 9.394221,57.013628,0.0 9.426611,57.018039,0.0 9.502389,57.014029,0.0 9.552777,57.000575,0.0 9.581075,56.989279,0.0 9.580935,56.985922,0.0 9.565495,56.975249,0.0 9.566758,56.968165,0.0 9.572086,56.964451,0.0 9.565511,56.955853,0.0 9.559874,56.956396,0.0 9.554852,56.963748,0.0 9.550741,56.965134,0.0 9.536529,56.952876,0.0 9.5434,56.948514,0.0 9.553079,56.936048,0.0 9.568531,56.925556,0.0 9.575621,56.951499,0.0 9.571043,56.957061,0.0 9.579049,56.96323,0.0 9.590979,56.965221,0.0 9.600374,56.964594,0.0 9.615354,56.969481,0.0 9.626826,56.986294,0.0 9.638923,56.989959,0.0 9.66696,57.010815,0.0 9.668568,57.025178,0.0 9.68268,57.037049,0.0 9.695997,57.040618,0.0 9.743007,57.046292,0.0 9.76212,57.050027,0.0 9.763262,57.04028,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>9.558737,57.002644,0.0 9.54874,57.011193,0.0 9.556245,57.0128,0.0 9.56275,57.011794,0.0 9.570849,57.004823,0.0 9.558737,57.002644,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>",2,0,1,0.6666667,0.25
"A1810","A1810",0,0,NA,NA,NA,"A",NA,NA,"A",NA,"A+",9492,4,"5",1,4,"town_SD_row",2,5,0,0,0,0,0,0,2,0,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>9.763262,57.04028,0.0 9.756264,57.038546,0.0 9.76476,57.030673,0.0 9.759174,57.026127,0.0 9.76575,57.027038,0.0 9.780254,57.013603,0.0 9.787612,57.003933,0.0 9.7937,57.004456,0.0 9.804488,56.996042,0.0 9.808671,56.985185,0.0 9.795502,56.983981,0.0 9.797544,56.97603,0.0 9.776031,56.97334,0.0 9.762552,56.955398,0.0 9.738077,56.955452,0.0 9.719061,56.965764,0.0 9.709764,56.96031,0.0 9.715366,56.950973,0.0 9.713184,56.945619,0.0 9.70646,56.946965,0.0 9.704751,56.934222,0.0 9.713702,56.935295,0.0 9.718024,56.930141,0.0 9.715222,56.920997,0.0 9.723448,56.903885,0.0 9.716174,56.898848,0.0 9.68,56.901206,0.0 9.671968,56.896573,0.0 9.659777,56.896842,0.0 9.660586,56.885353,0.0 9.676742,56.880028,0.0 9.676296,56.874535,0.0 9.640794,56.883296,0.0 9.651741,56.868686,0.0 9.643192,56.862114,0.0 9.648576,56.860049,0.0 9.622457,56.835797,0.0 9.604953,56.835108,0.0 9.595708,56.841355,0.0 9.576678,56.839689,0.0 9.550282,56.824771,0.0 9.560989,56.870864,0.0 9.543978,56.871561,0.0 9.5364,56.878826,0.0 9.50877,56.885517,0.0 9.508021,56.893423,0.0 9.497401,56.890832,0.0 9.497187,56.894157,0.0 9.483615,56.895943,0.0 9.474171,56.892911,0.0 9.453883,56.897852,0.0 9.425723,56.897097,0.0 9.418747,56.903914,0.0 9.436875,56.908444,0.0 9.43812,56.913783,0.0 9.433811,56.924655,0.0 9.404904,56.934389,0.0 9.402441,56.954514,0.0 9.408992,56.967187,0.0 9.406627,56.973396,0.0 9.390717,56.979108,0.0 9.400621,56.987084,0.0 9.393877,56.994614,0.0 9.394221,57.013628,0.0 9.426611,57.018039,0.0 9.502389,57.014029,0.0 9.552777,57.000575,0.0 9.581075,56.989279,0.0 9.580935,56.985922,0.0 9.565495,56.975249,0.0 9.566758,56.968165,0.0 9.572086,56.964451,0.0 9.565511,56.955853,0.0 9.559874,56.956396,0.0 9.554852,56.963748,0.0 9.550741,56.965134,0.0 9.536529,56.952876,0.0 9.5434,56.948514,0.0 9.553079,56.936048,0.0 9.568531,56.925556,0.0 9.575621,56.951499,0.0 9.571043,56.957061,0.0 9.579049,56.96323,0.0 9.590979,56.965221,0.0 9.600374,56.964594,0.0 9.615354,56.969481,0.0 9.626826,56.986294,0.0 9.638923,56.989959,0.0 9.66696,57.010815,0.0 9.668568,57.025178,0.0 9.68268,57.037049,0.0 9.695997,57.040618,0.0 9.743007,57.046292,0.0 9.76212,57.050027,0.0 9.763262,57.04028,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>9.558737,57.002644,0.0 9.54874,57.011193,0.0 9.556245,57.0128,0.0 9.56275,57.011794,0.0 9.570849,57.004823,0.0 9.558737,57.002644,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>",5,2,2,0.7307692,0.3333333
"A1811","A1811",0,1,NA,"A+",NA,NA,"A",NA,NA,NA,"A",2680,2,"3",1,4,"town_SD_row",2,4,0,0,2,0,0,1,0,0,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>9.763262,57.04028,0.0 9.756264,57.038546,0.0 9.76476,57.030673,0.0 9.759174,57.026127,0.0 9.76575,57.027038,0.0 9.780254,57.013603,0.0 9.787612,57.003933,0.0 9.7937,57.004456,0.0 9.804488,56.996042,0.0 9.808671,56.985185,0.0 9.795502,56.983981,0.0 9.797544,56.97603,0.0 9.776031,56.97334,0.0 9.762552,56.955398,0.0 9.738077,56.955452,0.0 9.719061,56.965764,0.0 9.709764,56.96031,0.0 9.715366,56.950973,0.0 9.713184,56.945619,0.0 9.70646,56.946965,0.0 9.704751,56.934222,0.0 9.713702,56.935295,0.0 9.718024,56.930141,0.0 9.715222,56.920997,0.0 9.723448,56.903885,0.0 9.716174,56.898848,0.0 9.68,56.901206,0.0 9.671968,56.896573,0.0 9.659777,56.896842,0.0 9.660586,56.885353,0.0 9.676742,56.880028,0.0 9.676296,56.874535,0.0 9.640794,56.883296,0.0 9.651741,56.868686,0.0 9.643192,56.862114,0.0 9.648576,56.860049,0.0 9.622457,56.835797,0.0 9.604953,56.835108,0.0 9.595708,56.841355,0.0 9.576678,56.839689,0.0 9.550282,56.824771,0.0 9.560989,56.870864,0.0 9.543978,56.871561,0.0 9.5364,56.878826,0.0 9.50877,56.885517,0.0 9.508021,56.893423,0.0 9.497401,56.890832,0.0 9.497187,56.894157,0.0 9.483615,56.895943,0.0 9.474171,56.892911,0.0 9.453883,56.897852,0.0 9.425723,56.897097,0.0 9.418747,56.903914,0.0 9.436875,56.908444,0.0 9.43812,56.913783,0.0 9.433811,56.924655,0.0 9.404904,56.934389,0.0 9.402441,56.954514,0.0 9.408992,56.967187,0.0 9.406627,56.973396,0.0 9.390717,56.979108,0.0 9.400621,56.987084,0.0 9.393877,56.994614,0.0 9.394221,57.013628,0.0 9.426611,57.018039,0.0 9.502389,57.014029,0.0 9.552777,57.000575,0.0 9.581075,56.989279,0.0 9.580935,56.985922,0.0 9.565495,56.975249,0.0 9.566758,56.968165,0.0 9.572086,56.964451,0.0 9.565511,56.955853,0.0 9.559874,56.956396,0.0 9.554852,56.963748,0.0 9.550741,56.965134,0.0 9.536529,56.952876,0.0 9.5434,56.948514,0.0 9.553079,56.936048,0.0 9.568531,56.925556,0.0 9.575621,56.951499,0.0 9.571043,56.957061,0.0 9.579049,56.96323,0.0 9.590979,56.965221,0.0 9.600374,56.964594,0.0 9.615354,56.969481,0.0 9.626826,56.986294,0.0 9.638923,56.989959,0.0 9.66696,57.010815,0.0 9.668568,57.025178,0.0 9.68268,57.037049,0.0 9.695997,57.040618,0.0 9.743007,57.046292,0.0 9.76212,57.050027,0.0 9.763262,57.04028,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>9.558737,57.002644,0.0 9.54874,57.011193,0.0 9.556245,57.0128,0.0 9.56275,57.011794,0.0 9.570849,57.004823,0.0 9.558737,57.002644,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>",10,0,3,0,0.7
"A1813","A1813",0,1,NA,"A+",NA,NA,"A",NA,NA,NA,NA,4400,3,"4",1,4,"town_SD_row",2,5,0,0,0,0,0,0,1,0,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>9.763262,57.04028,0.0 9.756264,57.038546,0.0 9.76476,57.030673,0.0 9.759174,57.026127,0.0 9.76575,57.027038,0.0 9.780254,57.013603,0.0 9.787612,57.003933,0.0 9.7937,57.004456,0.0 9.804488,56.996042,0.0 9.808671,56.985185,0.0 9.795502,56.983981,0.0 9.797544,56.97603,0.0 9.776031,56.97334,0.0 9.762552,56.955398,0.0 9.738077,56.955452,0.0 9.719061,56.965764,0.0 9.709764,56.96031,0.0 9.715366,56.950973,0.0 9.713184,56.945619,0.0 9.70646,56.946965,0.0 9.704751,56.934222,0.0 9.713702,56.935295,0.0 9.718024,56.930141,0.0 9.715222,56.920997,0.0 9.723448,56.903885,0.0 9.716174,56.898848,0.0 9.68,56.901206,0.0 9.671968,56.896573,0.0 9.659777,56.896842,0.0 9.660586,56.885353,0.0 9.676742,56.880028,0.0 9.676296,56.874535,0.0 9.640794,56.883296,0.0 9.651741,56.868686,0.0 9.643192,56.862114,0.0 9.648576,56.860049,0.0 9.622457,56.835797,0.0 9.604953,56.835108,0.0 9.595708,56.841355,0.0 9.576678,56.839689,0.0 9.550282,56.824771,0.0 9.560989,56.870864,0.0 9.543978,56.871561,0.0 9.5364,56.878826,0.0 9.50877,56.885517,0.0 9.508021,56.893423,0.0 9.497401,56.890832,0.0 9.497187,56.894157,0.0 9.483615,56.895943,0.0 9.474171,56.892911,0.0 9.453883,56.897852,0.0 9.425723,56.897097,0.0 9.418747,56.903914,0.0 9.436875,56.908444,0.0 9.43812,56.913783,0.0 9.433811,56.924655,0.0 9.404904,56.934389,0.0 9.402441,56.954514,0.0 9.408992,56.967187,0.0 9.406627,56.973396,0.0 9.390717,56.979108,0.0 9.400621,56.987084,0.0 9.393877,56.994614,0.0 9.394221,57.013628,0.0 9.426611,57.018039,0.0 9.502389,57.014029,0.0 9.552777,57.000575,0.0 9.581075,56.989279,0.0 9.580935,56.985922,0.0 9.565495,56.975249,0.0 9.566758,56.968165,0.0 9.572086,56.964451,0.0 9.565511,56.955853,0.0 9.559874,56.956396,0.0 9.554852,56.963748,0.0 9.550741,56.965134,0.0 9.536529,56.952876,0.0 9.5434,56.948514,0.0 9.553079,56.936048,0.0 9.568531,56.925556,0.0 9.575621,56.951499,0.0 9.571043,56.957061,0.0 9.579049,56.96323,0.0 9.590979,56.965221,0.0 9.600374,56.964594,0.0 9.615354,56.969481,0.0 9.626826,56.986294,0.0 9.638923,56.989959,0.0 9.66696,57.010815,0.0 9.668568,57.025178,0.0 9.68268,57.037049,0.0 9.695997,57.040618,0.0 9.743007,57.046292,0.0 9.76212,57.050027,0.0 9.763262,57.04028,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>9.558737,57.002644,0.0 9.54874,57.011193,0.0 9.556245,57.0128,0.0 9.56275,57.011794,0.0 9.570849,57.004823,0.0 9.558737,57.002644,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>",6,0,1,1,0.5833333
"A1814","A1814",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5270,3,"5",1,4,"town_SD_row",2,5,0,0,0,0,0,0,1,0," ",2,0,1,0.3888889,0.2307692
"A1815","A1815",0,1,NA,NA,NA,"A+",NA,NA,NA,NA,NA,7480,4,"1",0,4,"town_SD_row",2,6,0,0,0,0,2,0,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.963478,56.919896,0.0 9.952412,56.927681,0.0 9.961336,56.930681,0.0 9.953935,56.930937,0.0 9.953096,56.936388,0.0 9.962255,56.936645,0.0 9.956386,56.945345,0.0 9.962686,56.947963,0.0 9.953858,56.946501,0.0 9.941305,56.965408,0.0 9.928296,56.965251,0.0 9.92029,56.97197,0.0 9.931861,56.970542,0.0 9.932734,56.983872,0.0 9.956246,56.98188,0.0 9.95857,56.992051,0.0 9.965337,56.991706,0.0 9.965296,56.997594,0.0 9.955891,56.999474,0.0 9.962858,57.010652,0.0 9.977107,57.009402,0.0 9.979083,57.012419,0.0 9.993817,57.008369,0.0 9.994942,57.018048,0.0 10.004763,57.019787,0.0 10.005487,57.005962,0.0 10.010778,57.012225,0.0 10.021262,57.010608,0.0 10.012736,57.001807,0.0 10.025314,56.988927,0.0 10.053195,56.963447,0.0 10.071645,56.932329,0.0 10.091215,56.928246,0.0 10.058963,56.913292,0.0 10.059626,56.890907,0.0 10.027755,56.891893,0.0 10.030586,56.898172,0.0 10.02073,56.90357,0.0 10.00107,56.90059,0.0 9.967183,56.906219,0.0 9.95181,56.902563,0.0 9.937729,56.907572,0.0 9.938395,56.914964,0.0 9.94959,56.910929,0.0 9.962233,56.913297,0.0 9.963478,56.919896,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",0,10,2,1,0.4
"A1816","A1816",0,1,"A+",NA,NA,NA,NA,"A+",NA,NA,NA,5270,3,"4",0,4,"town_SD_row",2,5,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.963478,56.919896,0.0 9.952412,56.927681,0.0 9.961336,56.930681,0.0 9.953935,56.930937,0.0 9.953096,56.936388,0.0 9.962255,56.936645,0.0 9.956386,56.945345,0.0 9.962686,56.947963,0.0 9.953858,56.946501,0.0 9.941305,56.965408,0.0 9.928296,56.965251,0.0 9.92029,56.97197,0.0 9.931861,56.970542,0.0 9.932734,56.983872,0.0 9.956246,56.98188,0.0 9.95857,56.992051,0.0 9.965337,56.991706,0.0 9.965296,56.997594,0.0 9.955891,56.999474,0.0 9.962858,57.010652,0.0 9.977107,57.009402,0.0 9.979083,57.012419,0.0 9.993817,57.008369,0.0 9.994942,57.018048,0.0 10.004763,57.019787,0.0 10.005487,57.005962,0.0 10.010778,57.012225,0.0 10.021262,57.010608,0.0 10.012736,57.001807,0.0 10.025314,56.988927,0.0 10.053195,56.963447,0.0 10.071645,56.932329,0.0 10.091215,56.928246,0.0 10.058963,56.913292,0.0 10.059626,56.890907,0.0 10.027755,56.891893,0.0 10.030586,56.898172,0.0 10.02073,56.90357,0.0 10.00107,56.90059,0.0 9.967183,56.906219,0.0 9.95181,56.902563,0.0 9.937729,56.907572,0.0 9.938395,56.914964,0.0 9.94959,56.910929,0.0 9.962233,56.913297,0.0 9.963478,56.919896,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,0,1,0.72,0.6153846
"A1817","A1817",0,0,NA,"A","A","A","A",NA,NA,NA,"A+",9900,3,"3",0,4,"town_SD_row",2,5,0,1,0,0,0,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.963478,56.919896,0.0 9.952412,56.927681,0.0 9.961336,56.930681,0.0 9.953935,56.930937,0.0 9.953096,56.936388,0.0 9.962255,56.936645,0.0 9.956386,56.945345,0.0 9.962686,56.947963,0.0 9.953858,56.946501,0.0 9.941305,56.965408,0.0 9.928296,56.965251,0.0 9.92029,56.97197,0.0 9.931861,56.970542,0.0 9.932734,56.983872,0.0 9.956246,56.98188,0.0 9.95857,56.992051,0.0 9.965337,56.991706,0.0 9.965296,56.997594,0.0 9.955891,56.999474,0.0 9.962858,57.010652,0.0 9.977107,57.009402,0.0 9.979083,57.012419,0.0 9.993817,57.008369,0.0 9.994942,57.018048,0.0 10.004763,57.019787,0.0 10.005487,57.005962,0.0 10.010778,57.012225,0.0 10.021262,57.010608,0.0 10.012736,57.001807,0.0 10.025314,56.988927,0.0 10.053195,56.963447,0.0 10.071645,56.932329,0.0 10.091215,56.928246,0.0 10.058963,56.913292,0.0 10.059626,56.890907,0.0 10.027755,56.891893,0.0 10.030586,56.898172,0.0 10.02073,56.90357,0.0 10.00107,56.90059,0.0 9.967183,56.906219,0.0 9.95181,56.902563,0.0 9.937729,56.907572,0.0 9.938395,56.914964,0.0 9.94959,56.910929,0.0 9.962233,56.913297,0.0 9.963478,56.919896,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,10,2,1,0.375
"A1819","A1819",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,4,"4",0,4,"town_SD_row",2,5,0,0,0,0,0,0,2,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>10.021262,57.010608,0.0 10.02927,57.018407,0.0 10.024275,57.028633,0.0 10.036206,57.038321,0.0 10.061902,57.04474,0.0 10.063067,57.042542,0.0 10.069399,57.043561,0.0 10.0954,57.033992,0.0 10.094225,57.024582,0.0 10.081238,57.015788,0.0 10.066583,56.992133,0.0 10.025314,56.988927,0.0 10.012736,57.001807,0.0 10.021262,57.010608,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",3,9,2,1,0.5714286
